episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-12214.330096920425,-0.3485824799349436,-3611.549272195638,-0.10306932854439606,-8602.780824724789,-0.2455131513905476,-72230985.44391276,-2061.386570887921,-17205.561649449577,-0.4910263027810952,72230985.44391276,2061.386570887921,17205.561649449577,0.4910263027810952,40.99768842213407,35041,8760.0625
2,-12081.600169180549,-0.34479452537615723,-3789.2553938008264,-0.10814085027970395,-8292.344775379723,-0.23665367509645327,-75785107.87601651,-2162.8170055940786,-16584.689550759445,-0.47330735019290654,75785107.87601651,2162.8170055940786,16584.689550759445,0.47330735019290654,40.115864273279875,35041,8760.125
3,-12210.716414473432,-0.34847934972812306,-3682.068110636936,-0.1050818524725153,-8528.648303836495,-0.24339749725560772,-73641362.21273871,-2101.6370494503058,-17057.29660767299,-0.48679499451121544,73641362.21273871,2101.6370494503058,17057.29660767299,0.48679499451121544,41.02337262064439,35041,8760.041666666666
4,-12281.429479028358,-0.3504974166389372,-3769.5413058963527,-0.10757823361576349,-8511.888173132005,-0.24291918302317367,-75390826.11792704,-2151.5646723152695,-17023.77634626401,-0.48583836604634734,75390826.11792704,2151.5646723152695,17023.77634626401,0.48583836604634734,40.86070603007905,35041,8760.03125
5,-12169.031168614196,-0.34728970230063344,-3767.9429173428794,-0.10753261750407761,-8401.088251271318,-0.23975708479655589,-75358858.34685758,-2150.652350081552,-16802.176502542636,-0.47951416959311177,75358858.34685758,2150.652350081552,16802.176502542636,0.47951416959311177,40.40980565623127,35041,8760.125
6,-12198.171263760423,-0.34812132602056,-3718.2393079288695,-0.10611413550025313,-8479.931955831555,-0.24200719052030692,-74364786.15857738,-2122.282710005062,-16959.86391166311,-0.48401438104061384,74364786.15857738,2122.282710005062,16959.86391166311,0.48401438104061384,40.666647641334436,35041,8760.083333333334
7,-12101.581491263776,-0.345364768586295,-3727.7905052953392,-0.1063867153337711,-8373.790985968433,-0.23897805325252378,-74555810.1059068,-2127.7343066754224,-16747.581971936866,-0.47795610650504755,74555810.1059068,2127.7343066754224,16747.581971936866,0.47795610650504755,40.68947804001027,35041,8760.125
8,-12246.007657536593,-0.34948651990686624,-3705.128697907467,-0.10573997425535009,-8540.878959629126,-0.24374654565151616,-74102573.95814934,-2114.7994851070016,-17081.757919258253,-0.4874930913030323,74102573.95814934,2114.7994851070016,17081.757919258253,0.4874930913030323,40.81504523272738,35041,8760.041666666666
9,-12134.719748742373,-0.34631049511251066,-3784.378740917169,-0.10800167639603793,-8350.341007825204,-0.23830881871647272,-75687574.8183434,-2160.0335279207593,-16700.682015650407,-0.47661763743294544,75687574.8183434,2160.0335279207593,16700.682015650407,0.47661763743294544,40.25284666533489,35041,8760.041666666666
10,-12236.100192230615,-0.34920377260932123,-3669.1947687005168,-0.10471446257706954,-8566.905423530097,-0.24448931003225163,-73383895.37401032,-2094.2892515413905,-17133.810847060195,-0.48897862006450327,73383895.37401032,2094.2892515413905,17133.810847060195,0.48897862006450327,41.11469421534773,35041,8760.03125
