episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-2693669.385119049,-77.9418224860836,0.0,0.0,-2693669.385119049,-77.9418224860836,-21578824.311023615,-624.3872775180445,-2693669.385119049,-77.9418224860836,21578824.311023615,624.3872775180445,225622.15327835083,6.528418786989318,97.38722837880849,34561,2880.0
2,-4736897.142301383,-137.06299601566502,0.0,0.0,-4736897.142301383,-137.06299601566502,-21645219.50576079,-626.308434773171,-4736897.142301383,-137.06299601566502,21645219.50576079,626.308434773171,242889.09094047546,7.028040825823942,97.01976215965973,34561,2880.0
3,-3523158.564326039,-101.94324549554511,0.0,0.0,-3523158.564326039,-101.94324549554511,-21738201.211461887,-628.9988776464667,-3523158.564326039,-101.94324549554511,21738201.211461887,628.9988776464667,231171.3558292389,6.688985990429366,97.05158994242065,34561,2880.0
4,-5138056.097370036,-148.67060466927188,0.0,0.0,-5138056.097370036,-148.67060466927188,-21524719.80486405,-622.8217536129644,-5138056.097370036,-148.67060466927188,21524719.80486405,622.8217536129644,240596.6444940567,6.961708463369696,97.44220363994097,34561,2880.0
5,-4944321.276660961,-143.06485175523613,0.0,0.0,-4944321.276660961,-143.06485175523613,-21717410.32979857,-628.3972896353754,-4944321.276660961,-143.06485175523613,21717410.32979857,628.3972896353754,242580.18469524384,7.019102566413306,97.14417985590694,34561,2880.0
6,-3882564.3118938706,-112.34271735804023,0.0,0.0,-3882564.3118938706,-112.34271735804023,-21719449.891358256,-628.4563047268014,-3882564.3118938706,-112.34271735804023,21719449.891358256,628.4563047268014,232573.13180065155,6.729546637750334,97.40458898758716,34561,2880.0
7,-3789691.26559519,-109.65541856467564,0.0,0.0,-3789691.26559519,-109.65541856467564,-21598693.40388699,-624.9621933995078,-3789691.26559519,-109.65541856467564,21598693.40388699,624.9621933995078,237763.98196601868,6.8797448485537815,97.02554902925262,34561,2880.0
8,-3721546.84792917,-107.68364722017274,0.0,0.0,-3721546.84792917,-107.68364722017274,-21438938.508575007,-620.3396559194157,-3721546.84792917,-107.68364722017274,21438938.508575007,620.3396559194157,245094.68845176697,7.091860198257146,98.01799716443391,34561,2880.0
9,-4413228.846060994,-127.69759392537598,0.0,0.0,-4413228.846060994,-127.69759392537598,-21514802.721074007,-622.5348009570025,-4413228.846060994,-127.69759392537598,21514802.721074007,622.5348009570025,236386.46454143524,6.83988612677764,96.78250050635108,34561,2880.0
10,-4950300.956794569,-143.23787490725027,0.0,0.0,-4950300.956794569,-143.23787490725027,-21400718.565945685,-619.2337548016691,-4950300.956794569,-143.23787490725027,21400718.565945685,619.2337548016691,233443.57773303986,6.754733151997681,96.81432828911201,34561,2880.0
