episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-24750.93990118591,-0.7063624401023376,-5044.108630846621,-0.14395287188489214,-19706.83127033929,-0.5624095682174455,-100882172.61693242,-2879.057437697843,-39413.66254067858,-1.124819136434891,100882172.61693242,2879.057437697843,39413.66254067858,1.124819136434891,34.84774977883051,35041,8760.0625
2,-24561.361087343197,-0.7009520858260044,-5122.607418370046,-0.14619313408590312,-19438.753668973146,-0.5547589517401011,-102452148.3674009,-2923.862681718062,-38877.50733794629,-1.1095179034802023,102452148.3674009,2923.862681718062,38877.50733794629,1.1095179034802023,34.44251020233441,35041,8760.0625
3,-24617.152491880188,-0.7025443062751195,-5093.538968721568,-0.14536355504342374,-19523.613523158623,-0.5571807512316959,-101870779.37443139,-2907.2711008684755,-39047.227046317246,-1.1143615024633917,101870779.37443139,2907.2711008684755,39047.227046317246,1.1143615024633917,34.53097799720328,35041,8760.0625
4,-24405.852341894526,-0.6965140508531543,-5144.715504660238,-0.14682407262158215,-19261.13683723429,-0.5496899782315723,-102894310.09320478,-2936.4814524316434,-38522.27367446858,-1.0993799564631446,102894310.09320478,2936.4814524316434,38522.27367446858,1.0993799564631446,34.29125881110699,35041,8760.0625
5,-24349.85943767123,-0.6949160798422155,-5149.474871685394,-0.14695989930609,-19200.38456598584,-0.5479561805361256,-102989497.43370786,-2939.1979861217997,-38400.76913197168,-1.0959123610722512,102989497.43370786,2939.1979861217997,38400.76913197168,1.0959123610722512,34.28840501127251,35041,8760.0625
6,-24393.993557227877,-0.6961756152176906,-5083.3833777468335,-0.14507372653387082,-19310.610179481042,-0.5511018886838197,-101667667.55493668,-2901.4745306774166,-38621.220358962084,-1.1022037773676394,101667667.55493668,2901.4745306774166,38621.220358962084,1.1022037773676394,34.3597500071345,35041,8760.0625
7,-24426.04265367891,-0.6970902583812474,-5106.342074308203,-0.1457289404768323,-19319.700579370703,-0.551361317904415,-102126841.48616405,-2914.578809536645,-38639.401158741406,-1.10272263580883,102126841.48616405,2914.578809536645,38639.401158741406,1.10272263580883,34.32835820895522,35041,8760.0625
8,-24789.245151589355,-0.707455626472299,-5085.702827371244,-0.14513992087246702,-19703.54232421811,-0.5623157055998319,-101714056.54742485,-2902.7984174493395,-39407.08464843622,-1.1246314111996638,101714056.54742485,2902.7984174493395,39407.08464843622,1.1246314111996638,34.69935218743757,35041,8760.0625
9,-24348.14141922278,-0.6948670496353533,-5115.886746299737,-0.1460013340838966,-19232.25467292304,-0.5488657155514567,-102317734.92599474,-2920.026681677932,-38464.50934584608,-1.0977314311029134,102317734.92599474,2920.026681677932,38464.50934584608,1.0977314311029134,34.38258040581034,35041,8760.0625
10,-24529.50450496635,-0.7000429367855693,-5096.190238070374,-0.14543921912301297,-19433.31426689598,-0.5546037176625566,-101923804.76140748,-2908.784382460259,-38866.62853379196,-1.1092074353251131,101923804.76140748,2908.784382460259,38866.62853379196,1.1092074353251131,34.54810079621015,35041,8760.0625
