episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-14156.678210192304,-0.4040147891036616,-3027.1386082794397,-0.0863909420171073,-11129.539601912864,-0.31762384708655433,-60542772.1655888,-1727.8188403421461,-22259.079203825728,-0.6352476941731087,60542772.1655888,1727.8188403421461,22259.079203825728,0.6352476941731087,48.531719985160244,35041,8760.0
2,-14271.038983889395,-0.40727850981419506,-3083.4049410010416,-0.08799671635276946,-11187.634042888352,-0.3192817934614256,-61668098.82002083,-1759.934327055389,-22375.268085776705,-0.6385635869228512,61668098.82002083,1759.934327055389,22375.268085776705,0.6385635869228512,48.90271396364259,35041,8760.083333333334
3,-14435.196071646342,-0.4119633582090851,-3066.1013635473987,-0.08750289279530248,-11369.094708098944,-0.32446046541378265,-61322027.27094796,-1750.057855906049,-22738.18941619789,-0.6489209308275653,61322027.27094796,1750.057855906049,22738.18941619789,0.6489209308275653,49.09962615222168,35041,8760.0
4,-14400.900495409813,-0.4109846031795038,-3058.713543687495,-0.08729205318742851,-11342.186951722317,-0.32369254999207525,-61174270.873749904,-1745.8410637485704,-22684.373903444633,-0.6473850999841505,61174270.873749904,1745.8410637485704,22684.373903444633,0.6473850999841505,49.50771952855227,35041,8760.0
5,-14118.130541302206,-0.402914684397894,-3091.8386661922273,-0.08823740485708412,-11026.291875109979,-0.3146772795408099,-61836773.323844545,-1764.7480971416821,-22052.583750219957,-0.6293545590816197,61836773.323844545,1764.7480971416821,22052.583750219957,0.6293545590816197,48.6915327758911,35041,8760.0
6,-14320.819597550559,-0.40869918942781275,-3110.214862063479,-0.08876183967076139,-11210.604735487079,-0.31993734975705135,-62204297.24126958,-1775.2367934152278,-22421.209470974158,-0.6398746995141027,62204297.24126958,1775.2367934152278,22421.209470974158,0.6398746995141027,48.33195399674667,35041,8760.0
7,-14356.974385470361,-0.4097310041515514,-3084.1991468815513,-0.08801938204570638,-11272.775238588809,-0.321711622105845,-61683982.937631026,-1760.3876409141274,-22545.550477177618,-0.64342324421169,61683982.937631026,1760.3876409141274,22545.550477177618,0.64342324421169,48.999743158014894,35041,8760.0
8,-14273.359821356495,-0.40734474376017393,-3080.6453530487433,-0.087917960988834,-11192.714468307751,-0.31942678277133996,-61612907.06097486,-1758.3592197766798,-22385.428936615503,-0.6388535655426799,61612907.06097486,1758.3592197766798,22385.428936615503,0.6388535655426799,49.11389515139408,35041,8760.083333333334
9,-14243.403778573616,-0.4064898338634023,-3079.523906150213,-0.08788595622574809,-11163.879872423406,-0.3186038776376543,-61590478.12300425,-1757.7191245149615,-22327.75974484681,-0.6372077552753086,61590478.12300425,1757.7191245149615,22327.75974484681,0.6372077552753086,48.92269056248394,35041,8760.0
10,-14335.586606187835,-0.4091206223227122,-3063.668031939586,-0.08743344840010234,-11271.918574248248,-0.3216871739226098,-61273360.63879172,-1748.6689680020468,-22543.837148496496,-0.6433743478452196,61273360.63879172,1748.6689680020468,22543.837148496496,0.6433743478452196,49.22519334493878,35041,8760.0
