episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-252788.30179427002,-7.314476325065684,0.0,0.0,-252788.30179427002,-7.314476325065684,-19586366.94610977,-566.7351546906763,-252788.30179427002,-7.314476325065684,19586366.94610977,566.7351546906763,58036.63861465454,1.6793008858406986,82.97502965770667,34561,2880.0
2,-257579.5432564814,-7.453111784041708,0.0,0.0,-257579.5432564814,-7.453111784041708,-19933096.074786864,-576.7678262380458,-257579.5432564814,-7.453111784041708,19933096.074786864,576.7678262380458,59904.393589019775,1.7333447219045073,85.94658719365759,34561,2880.0
3,-249281.752588588,-7.21301367443831,0.0,0.0,-249281.752588588,-7.21301367443831,-19723089.30802793,-570.6912415517342,-249281.752588588,-7.21301367443831,19723089.30802793,570.6912415517342,56669.88968849182,1.6397537525605272,82.4715720031249,34561,2880.0
4,-264537.8394651929,-7.6544513734141475,0.0,0.0,-264537.8394651929,-7.6544513734141475,-20017557.266728736,-579.2117264678454,-264537.8394651929,-7.6544513734141475,20017557.266728736,579.2117264678454,61053.17644405365,1.7665849665524782,85.84821041057839,34561,2880.0
5,-262149.4200580593,-7.585342015568845,0.0,0.0,-262149.4200580593,-7.585342015568845,-20356836.86586882,-589.0288444985191,-262149.4200580593,-7.585342015568845,20356836.86586882,589.0288444985191,60906.40831279755,1.7623382034952995,83.05025896241428,34561,2880.0
6,-244873.54833745246,-7.0854614680975825,0.0,0.0,-244873.54833745246,-7.0854614680975825,-19860743.369210552,-574.6742873035461,-244873.54833745246,-7.0854614680975825,19860743.369210552,574.6742873035461,57565.12799167633,1.665657638648042,87.5524435056856,34561,2880.0
7,-286804.3960932493,-8.298738312883371,0.0,0.0,-286804.3960932493,-8.298738312883371,-19834428.926950373,-573.9128740437029,-286804.3960932493,-8.298738312883371,19834428.926950373,573.9128740437029,62955.746992111206,1.821636197688403,87.1878707213333,34561,2880.0
8,-257529.39052694358,-7.451660605524988,0.0,0.0,-257529.39052694358,-7.451660605524988,-19979229.712996937,-578.1027116029206,-257529.39052694358,-7.451660605524988,19979229.712996937,578.1027116029206,60100.135833740234,1.7390085600040577,85.74404675790632,34561,2880.0
9,-267196.262087665,-7.731373324295862,0.0,0.0,-267196.262087665,-7.731373324295862,-20190159.37273889,-584.2060003686022,-267196.262087665,-7.731373324295862,20190159.37273889,584.2060003686022,60733.11488246918,1.757323925997372,85.64277654003067,34561,2880.0
10,-241193.19056555603,-6.978969634420024,0.0,0.0,-241193.19056555603,-6.978969634420024,-19712700.55062838,-570.3906409325341,-241193.19056555603,-6.978969634420024,19712700.55062838,570.3906409325341,57269.84505653381,1.6571135722376682,85.83663667139261,34561,2880.0
