episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-14625.790322219194,-0.41740269184415507,-4835.155777527307,-0.13798960552303957,-9790.63454469189,-0.27941308632111556,-96703115.55054611,-2759.792110460791,-19581.26908938378,-0.5588261726422311,96703115.55054611,2759.792110460791,19581.26908938378,0.5588261726422311,38.409291972261066,35041,8760.083333333334
2,-14638.156006264271,-0.4177555937860808,-4906.877933634837,-0.14003647070875677,-9731.278072629433,-0.277719123077324,-98137558.67269674,-2800.7294141751354,-19462.556145258866,-0.555438246154648,98137558.67269674,2800.7294141751354,19462.556145258866,0.555438246154648,38.41214577209555,35041,8760.083333333334
3,-14638.633191165492,-0.41776921207664075,-4858.1529717600015,-0.13864591814383567,-9780.48021940549,-0.2791232939328051,-97163059.43520002,-2772.9183628767128,-19560.96043881098,-0.5582465878656102,97163059.43520002,2772.9183628767128,19560.96043881098,0.5582465878656102,38.51773636597129,35041,8760.083333333334
4,-14686.572746491442,-0.4191373500711028,-4909.252821922749,-0.14010424720099168,-9777.319924568694,-0.2790331028701111,-98185056.43845496,-2802.084944019833,-19554.639849137388,-0.5580662057402223,98185056.43845496,2802.084944019833,19554.639849137388,0.5580662057402223,38.377900174081795,35041,8760.083333333334
5,-14635.652891698863,-0.41768415786811824,-4924.18296277861,-0.14053033569573659,-9711.469928920256,-0.27715382217238177,-98483659.2555722,-2810.6067139147317,-19422.939857840513,-0.5543076443447635,98483659.2555722,2810.6067139147317,19422.939857840513,0.5543076443447635,38.24662538169573,35041,8760.041666666666
6,-14587.475536322676,-0.4163092333425421,-4860.606591243117,-0.13871594153091088,-9726.868945079555,-0.27759329181163117,-97212131.82486233,-2774.3188306182174,-19453.73789015911,-0.5551865836232623,97212131.82486233,2774.3188306182174,19453.73789015911,0.5551865836232623,38.263748180702606,35041,8760.03125
7,-14725.747642782717,-0.4202553551022465,-4863.164275634504,-0.13878893480692076,-9862.583367148214,-0.28146642029532576,-97263285.51269008,-2775.7786961384154,-19725.16673429643,-0.5629328405906515,97263285.51269008,2775.7786961384154,19725.16673429643,0.5629328405906515,38.48634456779202,35041,8760.083333333334
8,-14566.903529890435,-0.4157221327023526,-4844.423897435324,-0.138254106661967,-9722.479632455112,-0.2774680260403856,-96888477.94870648,-2765.0821332393402,-19444.959264910223,-0.5549360520807712,96888477.94870648,2765.0821332393402,19444.959264910223,0.5549360520807712,38.58337376216432,35041,8760.035714285714
9,-14760.119470677439,-0.4212362862636255,-4886.728201819426,-0.139461421284801,-9873.391268858013,-0.2817748649788246,-97734564.03638852,-2789.2284256960193,-19746.782537716026,-0.5635497299576492,97734564.03638852,2789.2284256960193,19746.782537716026,0.5635497299576492,38.69181815587454,35041,8760.125
10,-14730.836998657991,-0.42040059927676915,-4868.10521956743,-0.13892994348080565,-9862.731779090562,-0.28147065579596353,-97362104.3913486,-2778.598869616113,-19725.463558181124,-0.5629413115919271,97362104.3913486,2778.598869616113,19725.463558181124,0.5629413115919271,38.55768956365401,35041,8760.035714285714
