episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-112434.66952068686,-3.2533179838161708,0.0,0.0,-112434.66952068686,-3.2533179838161708,-24045722.826787513,-695.7674429047313,-112434.66952068686,-3.2533179838161708,24045722.826787513,695.7674429047313,24795.881425857544,0.7174734208870817,67.55302219264489,34561,2880.0
2,-120240.68905139511,-3.479186604496386,0.0,0.0,-120240.68905139511,-3.479186604496386,-24455085.653206594,-707.6124320950983,-120240.68905139511,-3.479186604496386,24455085.653206594,707.6124320950983,26348.567766189575,0.7624006876790965,67.93206215097943,34561,2880.0
3,-111214.28002509534,-3.2180057877631754,0.0,0.0,-111214.28002509534,-3.2180057877631754,-24340559.92105423,-704.2986088268007,-111214.28002509534,-3.2180057877631754,24340559.92105423,704.2986088268007,24851.85036277771,0.7190928924414847,67.87708688984694,34561,2880.0
4,-113049.77297140568,-3.271116116070766,0.0,0.0,-113049.77297140568,-3.271116116070766,-24707385.20135033,-714.9127662427758,-113049.77297140568,-3.271116116070766,24707385.20135033,714.9127662427758,25414.52360725403,0.7353739469691559,69.26593559214143,34561,2880.0
5,-118325.15155551037,-3.4237601723237954,0.0,0.0,-118325.15155551037,-3.4237601723237954,-24410145.381459992,-706.3120770098377,-118325.15155551037,-3.4237601723237954,24410145.381459992,706.3120770098377,26829.676971435547,0.776321671627186,68.24744654379214,34561,2880.0
6,-115371.63866323858,-3.3382997298390795,0.0,0.0,-115371.63866323858,-3.3382997298390795,-24043673.477318034,-695.7081445983227,-115371.63866323858,-3.3382997298390795,24043673.477318034,695.7081445983227,25797.439655303955,0.7464536937298598,68.71328954602008,34561,2880.0
7,-132781.17963537562,-3.8420480218569333,0.0,0.0,-132781.17963537562,-3.8420480218569333,-24205070.006059498,-700.378183045703,-132781.17963537562,-3.8420480218569333,24205070.006059498,700.378183045703,27816.99324607849,0.8048898508703267,67.74398888921039,34561,2880.0
8,-119353.9152105873,-3.4535276391952348,0.0,0.0,-119353.9152105873,-3.4535276391952348,-24424589.13111479,-706.7300095808678,-119353.9152105873,-3.4535276391952348,24424589.13111479,706.7300095808678,26071.742177963257,0.7543906880197702,66.69077862330373,34561,2880.0
9,-120198.98937728089,-3.477980016703729,0.0,0.0,-120198.98937728089,-3.477980016703729,-24464661.638344098,-707.8895149983824,-120198.98937728089,-3.477980016703729,24464661.638344098,707.8895149983824,26158.99192237854,0.7569152755317865,64.8245131795955,34561,2880.0
10,-111543.89478174003,-3.2275432517864595,0.0,0.0,-111543.89478174003,-3.2275432517864595,-24270664.76320884,-702.2761794909966,-111543.89478174003,-3.2275432517864595,24270664.76320884,702.2761794909966,24907.18705368042,0.7206940698402899,67.30418680015046,34561,2880.0
