episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-124394.21491483624,-3.5993696445265115,0.0,0.0,-124394.21491483624,-3.5993696445265115,-24045798.23434551,-695.7696248363864,-124394.21491483624,-3.5993696445265115,24045798.23434551,695.7696248363864,29910.695322036743,0.8654715081607854,72.1101819970487,34561,2880.0
2,-121017.8366529415,-3.501673514263354,0.0,0.0,-121017.8366529415,-3.501673514263354,-24504641.875598118,-709.0463505670751,-121017.8366529415,-3.501673514263354,24504641.875598118,709.0463505670751,29887.03325843811,0.8647868419686954,73.21836752408785,34561,2880.0
3,-127240.63914375835,-3.681731456705971,0.0,0.0,-127240.63914375835,-3.681731456705971,-24471322.14810336,-708.0822380816944,-127240.63914375835,-3.681731456705971,24471322.14810336,708.0822380816944,30972.10009288788,0.896183451761802,74.73452735742599,34561,2880.0
4,-125701.97519567673,-3.637209930430461,0.0,0.0,-125701.97519567673,-3.637209930430461,-24827955.532453828,-718.4014911010945,-125701.97519567673,-3.637209930430461,24827955.532453828,718.4014911010945,30647.63133430481,0.8867948881453938,74.96600214114176,34561,2880.0
5,-132192.17935927745,-3.8250051897939077,0.0,0.0,-132192.17935927745,-3.8250051897939077,-24659561.145754803,-713.5289683378126,-132192.17935927745,-3.8250051897939077,24659561.145754803,713.5289683378126,32400.913442611694,0.9375264306311254,74.89366627123057,34561,2880.0
6,-124715.86150169444,-3.6086765480814362,0.0,0.0,-124715.86150169444,-3.6086765480814362,-24412770.62999194,-706.3880390622668,-124715.86150169444,-3.6086765480814362,24412770.62999194,706.3880390622668,29594.004653930664,0.856308005032716,75.21194409883974,34561,2880.0
7,-150234.33799019968,-4.34705839092013,0.0,0.0,-150234.33799019968,-4.34705839092013,-24330865.486652657,-704.0180985721255,-150234.33799019968,-4.34705839092013,24330865.486652657,704.0180985721255,33601.76945400238,0.9722734217014578,74.1847747461011,34561,2880.0
8,-133804.53654313373,-3.8716590434934526,0.0,0.0,-133804.53654313373,-3.8716590434934526,-24477872.632881872,-708.2717775718135,-133804.53654313373,-3.8716590434934526,24477872.632881872,708.2717775718135,31200.72751045227,0.9027988284274384,71.5112409941842,34561,2880.0
9,-127697.6687287028,-3.694955692381447,0.0,0.0,-127697.6687287028,-3.694955692381447,-24476081.592948653,-708.2199534996716,-127697.6687287028,-3.694955692381447,24476081.592948653,708.2199534996716,30658.1732711792,0.8870999210410648,73.69289083070512,34561,2880.0
10,-128267.64971364754,-3.711448197732857,0.0,0.0,-128267.64971364754,-3.711448197732857,-24498413.633360095,-708.8661352245398,-128267.64971364754,-3.711448197732857,24498413.633360095,708.8661352245398,30624.66062450409,0.8861302264034748,73.50481756893609,34561,2880.0
