episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-165726.4317404128,-4.795324992488797,0.0,0.0,-165726.4317404128,-4.795324992488797,-21920465.263426308,-634.2727217426593,-165726.4317404128,-4.795324992488797,21920465.263426308,634.2727217426593,38542.718994140625,1.1152407116360135,77.36755302219265,34561,2880.0
2,-169077.13015050333,-4.892278071484472,0.0,0.0,-169077.13015050333,-4.892278071484472,-22593194.252120364,-653.7382596099643,-169077.13015050333,-4.892278071484472,22593194.252120364,653.7382596099643,39637.81008434296,1.1469273751256643,76.8901362807789,34561,2880.0
3,-155763.20824611903,-4.507037275640018,0.0,0.0,-155763.20824611903,-4.507037275640018,-22501449.588834837,-651.083610788045,-155763.20824611903,-4.507037275640018,22501449.588834837,651.083610788045,36558.009464263916,1.057812773850229,76.5805387575591,34561,2880.0
4,-144661.82558242636,-4.185816712454466,0.0,0.0,-144661.82558242636,-4.185816712454466,-22576476.408990845,-653.2545257231147,-144661.82558242636,-4.185816712454466,22576476.408990845,653.2545257231147,34571.000537872314,1.000318302600472,76.39246549579005,34561,2880.0
5,-166699.8986431969,-4.8234924375925035,0.0,0.0,-166699.8986431969,-4.8234924375925035,-22817891.05743373,-660.239903282226,-166699.8986431969,-4.8234924375925035,22817891.05743373,660.239903282226,38477.21143627167,1.113345238318046,77.4948641532363,34561,2880.0
6,-165987.1863405587,-4.802869975131906,0.0,0.0,-165987.1863405587,-4.802869975131906,-22086312.979269974,-639.0715561131358,-165987.1863405587,-4.802869975131906,22086312.979269974,639.0715561131358,38539.7150220871,1.1151537911483536,77.64532276265155,34561,2880.0
7,-173646.06558727383,-5.02448106444658,0.0,0.0,-173646.06558727383,-5.02448106444658,-22645759.804901276,-655.2592536140415,-173646.06558727383,-5.02448106444658,22645759.804901276,655.2592536140415,38809.1282453537,1.1229493126549102,75.55047597002401,34561,2880.0
8,-173125.2674004362,-5.009411672466325,0.0,0.0,-173125.2674004362,-5.009411672466325,-22423155.60537558,-648.8181598777657,-173125.2674004362,-5.009411672466325,22423155.60537558,648.8181598777657,37950.55123806,1.0981062279531248,74.68244553108995,34561,2880.0
9,-172193.89772495496,-4.98246231843041,0.0,0.0,-172193.89772495496,-4.98246231843041,-22568056.583355974,-653.0108965091428,-172193.89772495496,-4.98246231843041,22568056.583355974,653.0108965091428,39611.31517124176,1.1461607399086158,78.35421428778102,34561,2880.0
10,-143293.54351009647,-4.146225217306032,0.0,0.0,-143293.54351009647,-4.146225217306032,-22185331.550192863,-641.936676799562,-143293.54351009647,-4.146225217306032,22185331.550192863,641.936676799562,34453.72071933746,0.9969247893326812,74.57538844362142,34561,2880.0
